they told me to make an indemnity claim,Refund,Refurn Enquiry
can I look at disputing these,Refund,Refurn Enquiry
Can I get it back,Refund,Refurn Enquiry
Can I get a refund on my pending transaction,Refund,Refurn Enquiry
Can I get a refund on a pending transaction,Refund,Refurn Enquiry
can i get a refund on a direct debit that was paid this morning,Refund,Refurn Enquiry
can I dispute a transaction,Refund,Refurn Enquiry
can i claim an indemnity claim asap,Refund,Refurn Enquiry
cancel this direct debit please also could I get my cash refunded,Refund,Refurn Enquiry
cancelled direct debits came out and i need the money refunded today,Refund,Refurn Enquiry
a transaction on my account needs refunding,Refund,Refurn Enquiry
Are you able to refund the payment to my account,Refund,Refurn Enquiry
am I able to get my money back,Refund,Refurn Enquiry
they recommend actioning the direct debit indemnity,Refund,Refurn Enquiry
they overcharged me how can I get it refunded,Refund,Refurn Enquiry
there's a payment that needs refunding,Refund,Refurn Enquiry
"If a company are going to refund me, will it go into my account?",Refund,Refurn Enquiry
I have a refund issue,Refund,Refurn Enquiry
i have been overcharged and want a refund,Refund,Refurn Enquiry
I havent got my refund yet,Refund,Refurn Enquiry
I haven�۪t received a refund yet,Refund,Refurn Enquiry
I haven�۪t yet received a refund,Refund,Refurn Enquiry
I'm waiting for a payment to be called back to my account,Refund,Refurn Enquiry
I'm waiting for a payment to come back and was told it would be in by yesterday,Refund,Refurn Enquiry
I'm waiting for a refund,Refund,Refurn Enquiry
I'm waiting for a shop to credit my account,Refund,Refurn Enquiry
I'm waiting for money to come back in from a purchase I returned,Refund,Refurn Enquiry
I'm waiting for some money back,Refund,Refurn Enquiry
i need to claim indemnity,Refund,Refurn Enquiry
I need to discuss a direct debit indemnity claim.,Refund,Refurn Enquiry
i need to get a payment refunded,Refund,Refurn Enquiry
I've been overcharged by someone how do I get it back,Refund,Refurn Enquiry
I've had a company take money out of my account twice,Refund,Refurn Enquiry
I want a refund on my pending transaction,Refund,Refurn Enquiry
I want the money back for a transaction,Refund,Refurn Enquiry
I want to raise a dispute about a transaction,Refund,Refurn Enquiry
I want to recall a direct debit requested today,Refund,Refurn Enquiry
there is an unauthorized DD payment can i claim a indemnity,Refund,Refurn Enquiry
request refund of direct debit,Refund,Refurn Enquiry
refund timescales,Refund,Refurn Enquiry
refund onto debit card,Refund,Refurn Enquiry
refund onto card,Refund,Refurn Enquiry
"refund on my old card, can I still get it",Refund,Refurn Enquiry
Refund on credit card payment I have made,Refund,Refurn Enquiry
Refund not appeared in account,Refund,Refurn Enquiry
Refund from bookies website,Refund,Refurn Enquiry
refund for direct debit that has come out of my account twice,Refund,Refurn Enquiry
refund due in account,Refund,Refurn Enquiry
Recall a direct debit requested today,Refund,Refurn Enquiry
please refund a direct debit for me,Refund,Refurn Enquiry
need a refund of a direct debit please,Refund,Refurn Enquiry
My refund is due,Refund,Refurn Enquiry
make an indemnity claim,Refund,Refurn Enquiry
I would like to claim 'indemnity' back from a direct debit paid,Refund,Refurn Enquiry
i would like to be refunded of this direct debit,Refund,Refurn Enquiry
I would like a refund on a debit card transaction,Refund,Refurn Enquiry
i was overcharged can I get my money back,Refund,Refurn Enquiry
I was charged and want to get my money back,Refund,Refurn Enquiry
I want to request an indemnity payment,Refund,Refurn Enquiry
When do I receive my money back?,Refund,Refurn Enquiry
when will a refund arrive,Refund,Refurn Enquiry
When will I be refunded on my pending transaction,Refund,Refurn Enquiry
need a new card as mine has been stolen,stolenCard,Lost My Carrd
Ive had my card stolen,stolenCard,Lost My Carrd
i want to block my card as it has been stolen,stolenCard,Lost My Carrd
I was out last night and someone lifted my wallet with all my cards in it,stolenCard,Lost My Carrd
I was robbed and I'm no longer in possession of my cards,stolenCard,Lost My Carrd
my bag with all my cards was stolen,stolenCard,Lost My Carrd
My bank card has been taken by someone,stolenCard,Lost My Carrd
my bank card was stolen,stolenCard,Lost My Carrd
my card has been nicked,stolenCard,Lost My Carrd
my card has been stolen,stolenCard,Lost My Carrd
My card has been stolen and I need it cancelled,stolenCard,Lost My Carrd
my card has been stolen can you block my payment card,stolenCard,Lost My Carrd
my card has been stolen how do i cut it off,stolenCard,Lost My Carrd
my card has been taken,stolenCard,Lost My Carrd
My credit card has been stolen,stolenCard,Lost My Carrd
My credit card was stolen,stolenCard,Lost My Carrd
My debit card has been stolen,stolenCard,Lost My Carrd
my debit card was stolen,stolenCard,Lost My Carrd
someone has robbed my card out my handbag can you report and replace this for me?,stolenCard,Lost My Carrd
someone has stolen my card,stolenCard,Lost My Carrd
someone stole my credit card,stolenCard,Lost My Carrd
some time ago i got my card stolen,stolenCard,Lost My Carrd
Can you block my payment card as it has been stolen,stolenCard,Lost My Carrd
card has been stolen,stolenCard,Lost My Carrd
Could you cancel my credit card as it's been stolen,stolenCard,Lost My Carrd
Debit card has been stolen,stolenCard,Lost My Carrd
I have been mugged and they have taken my card,stolenCard,Lost My Carrd
I have been robbed and they took my card,stolenCard,Lost My Carrd
I have had my card nicked,stolenCard,Lost My Carrd
I have had my card stolen,stolenCard,Lost My Carrd
I have had my credit card stolen,stolenCard,Lost My Carrd
I have had my debit card stolen,stolenCard,Lost My Carrd
I think my card has been stolen,stolenCard,Lost My Carrd
Ive had my card has been stolen can you help me,stolenCard,Lost My Carrd
